protocol,MAE,RMSE,Selected_Improvement,Regret,Top1_Percent,Top3_Percent
LODO,0.025279952076674876,0.034008991774667874,-0.0025722811611605502,0.018182050405849127,25.0,54.6875
Nested,0.023208262510769927,0.032015178816145004,-0.004576146026105325,0.0201859152707939,20.833333333333332,41.66666666666667
