dataset,resampling_code,resampling,classifier,samples,features,numeric_features,categorical_features,safe_k_neighbors,tn,fp,fn,tp,accuracy,balanced_accuracy,precision,recall,f1_class_0_math,f1_class_1_math,macro_f1_code,macro_f1_math,metric_error,verification,execution_time_seconds
glass1,smote_enn,SMOTE-ENN,logistic_regression,214,9,9,0,5,73,65,18,58,0.6121495327102804,0.6460717009916095,0.4715447154471545,0.7631578947368421,0.6375545851528385,0.5829145728643216,0.61023457900858,0.61023457900858,0.0,PASS,0.16335560000000005
glass1,ros,Random Oversampling,logistic_regression,214,9,9,0,5,71,67,17,59,0.6074766355140186,0.6454042715484363,0.46825396825396826,0.7763157894736842,0.6283185840707964,0.5841584158415842,0.6062384999561903,0.6062384999561903,0.0,PASS,0.11421340000000013
glass1,smote,SMOTE,logistic_regression,214,9,9,0,5,73,65,19,57,0.6074766355140186,0.6394927536231885,0.4672131147540984,0.75,0.6347826086956523,0.5757575757575758,0.6052700922266141,0.6052700922266141,0.0,PASS,0.18217129999999937
glass1,smote_tomek,SMOTE-Tomek,logistic_regression,214,9,9,0,5,72,66,20,56,0.5981308411214953,0.6292906178489702,0.45901639344262296,0.7368421052631579,0.6260869565217392,0.5656565656565656,0.5958717610891524,0.5958717610891524,0.0,PASS,0.14215279999999986
glass1,rus,Random Undersampling,logistic_regression,214,9,9,0,5,78,60,29,47,0.5841121495327103,0.5918192219679634,0.4392523364485981,0.618421052631579,0.636734693877551,0.5136612021857924,0.5751979480316717,0.5751979480316717,0.0,PASS,0.15653059999999996
glass1,adasyn,ADASYN,logistic_regression,214,9,9,0,5,71,67,26,50,0.5654205607476636,0.5861937452326469,0.42735042735042733,0.6578947368421053,0.6042553191489362,0.5181347150259067,0.5611950170874214,0.5611950170874214,0.0,PASS,0.18730539999999962
glass1,none,No Resampling,logistic_regression,214,9,9,0,5,122,16,63,13,0.6308411214953271,0.5275553012967201,0.4482758620689655,0.17105263157894737,0.7554179566563467,0.24761904761904763,0.5015185021376971,0.5015185021376971,0.0,PASS,0.11232540000000002
glass1,none,No Resampling,decision_tree,214,9,9,0,5,114,24,23,53,0.780373831775701,0.7617276887871853,0.6883116883116883,0.6973684210526315,0.829090909090909,0.6928104575163399,0.7609506833036244,0.7609506833036244,0.0,PASS,0.09527760000000018
glass1,smote_tomek,SMOTE-Tomek,decision_tree,214,9,9,0,5,113,25,24,52,0.7710280373831776,0.7515255530129672,0.6753246753246753,0.6842105263157895,0.8218181818181818,0.6797385620915033,0.7507783719548425,0.7507783719548425,0.0,PASS,0.13670150000000003
glass1,ros,Random Oversampling,decision_tree,214,9,9,0,5,111,27,24,52,0.7616822429906542,0.744279176201373,0.6582278481012658,0.6842105263157895,0.8131868131868132,0.6709677419354839,0.7420772775611486,0.7420772775611486,0.0,PASS,0.0906172999999999
glass1,adasyn,ADASYN,decision_tree,214,9,9,0,5,105,33,21,55,0.7476635514018691,0.7422768878718535,0.625,0.7236842105263158,0.7954545454545455,0.6707317073170731,0.7330931263858094,0.7330931263858094,0.0,PASS,0.1070240999999994
