dataset,resampling_code,resampling,classifier,samples,features,numeric_features,categorical_features,safe_k_neighbors,tn,fp,fn,tp,accuracy,balanced_accuracy,precision,recall,f1_class_0_math,f1_class_1_math,macro_f1_code,macro_f1_math,metric_error,verification,execution_time_seconds
glass1,rus,Random Undersampling,decision_tree,214,9,9,0,5,105,33,22,54,0.7429906542056075,0.7356979405034325,0.6206896551724138,0.7105263157894737,0.7924528301886792,0.6625766871165644,0.7275147586526218,0.7275147586526218,0.0,PASS,0.10131159999999984
glass1,smote,SMOTE,decision_tree,214,9,9,0,5,110,28,27,49,0.7429906542056075,0.7209191456903128,0.6363636363636364,0.6447368421052632,0.7999999999999999,0.6405228758169935,0.7202614379084967,0.7202614379084967,0.0,PASS,0.08828440000000004
glass1,smote_enn,SMOTE-ENN,decision_tree,214,9,9,0,5,101,37,25,51,0.7102803738317757,0.701468344774981,0.5795454545454546,0.6710526315789473,0.7651515151515151,0.6219512195121951,0.6935513673318552,0.6935513673318552,0.0,PASS,0.12063990000000047
glass1,ros,Random Oversampling,random_forest,214,9,9,0,5,130,8,19,57,0.8738317757009346,0.8460144927536232,0.8769230769230769,0.75,0.9059233449477352,0.8085106382978723,0.8572169916228037,0.8572169916228037,0.0,PASS,3.2727582
glass1,smote,SMOTE,random_forest,214,9,9,0,5,126,12,18,58,0.8598130841121495,0.8381006864988558,0.8285714285714286,0.7631578947368421,0.8936170212765957,0.7945205479452055,0.8440687846109006,0.8440687846109006,0.0,PASS,5.160888
glass1,none,No Resampling,random_forest,214,9,9,0,5,130,8,23,53,0.8551401869158879,0.819698703279939,0.8688524590163934,0.6973684210526315,0.8934707903780069,0.7737226277372262,0.8335967090576166,0.8335967090576166,0.0,PASS,3.2704950000000004
glass1,smote_tomek,SMOTE-Tomek,random_forest,214,9,9,0,5,125,13,21,55,0.8411214953271028,0.8147406559877957,0.8088235294117647,0.7236842105263158,0.880281690140845,0.763888888888889,0.8220852895148669,0.8220852895148669,0.0,PASS,3.8806072999999977
glass1,adasyn,ADASYN,random_forest,214,9,9,0,5,121,17,18,58,0.8364485981308412,0.8199847444698704,0.7733333333333333,0.7631578947368421,0.8736462093862816,0.7682119205298014,0.8209290649580414,0.8209290649580414,0.0,PASS,4.585023700000001
glass1,rus,Random Undersampling,random_forest,214,9,9,0,5,121,17,20,56,0.8271028037383178,0.8068268497330282,0.7671232876712328,0.7368421052631579,0.8673835125448028,0.7516778523489932,0.809530682446898,0.809530682446898,0.0,PASS,3.186685599999999
glass1,smote_enn,SMOTE-ENN,random_forest,214,9,9,0,5,113,25,19,57,0.794392523364486,0.7844202898550725,0.6951219512195121,0.75,0.837037037037037,0.721518987341772,0.7792780121894045,0.7792780121894045,0.0,PASS,4.714617400000002
glass1,ros,Random Oversampling,xgboost,214,9,9,0,5,120,18,16,60,0.8411214953271028,0.8295194508009154,0.7692307692307693,0.7894736842105263,0.8759124087591241,0.7792207792207793,0.8275665939899517,0.8275665939899517,0.0,PASS,1.2470292
glass1,smote,SMOTE,xgboost,214,9,9,0,5,122,16,18,58,0.8411214953271028,0.8236079328756675,0.7837837837837838,0.7631578947368421,0.8776978417266188,0.7733333333333334,0.8255155875299761,0.8255155875299761,0.0,PASS,1.3688642999999985
glass1,rus,Random Undersampling,xgboost,214,9,9,0,5,119,19,16,60,0.8364485981308412,0.8258962623951183,0.759493670886076,0.7894736842105263,0.8717948717948719,0.7741935483870968,0.8229942100909844,0.8229942100909844,0.0,PASS,1.395060799999996
