dataset,resampling_code,resampling,classifier,samples,features,numeric_features,categorical_features,safe_k_neighbors,tn,fp,fn,tp,accuracy,balanced_accuracy,precision,recall,f1_class_0_math,f1_class_1_math,macro_f1_code,macro_f1_math,metric_error,verification,failure_reason,execution_time_seconds
vowel0,ros,Random Oversampling,random_forest,988,13,13,0,5,897,1,3,87,0.9959514170040485,0.9827765404602822,0.9886363636363636,0.9666666666666667,0.9977753058954395,0.9775280898876404,0.98765169789154,0.98765169789154,0.0,PASS,,3.5832755000000027
vowel0,smote_enn,SMOTE-ENN,random_forest,988,13,13,0,5,895,3,2,88,0.9949392712550608,0.9872185102697352,0.967032967032967,0.9777777777777777,0.9972144846796657,0.9723756906077348,0.9847950876437002,0.9847950876437002,0.0,PASS,,3.7135741000000024
vowel0,none,No Resampling,random_forest,988,13,13,0,5,897,1,5,85,0.9939271255060729,0.971665429349171,0.9883720930232558,0.9444444444444444,0.9966666666666667,0.9659090909090908,0.9812878787878787,0.9812878787878787,0.0,PASS,,3.567139299999999
vowel0,rus,Random Undersampling,random_forest,988,13,13,0,5,852,46,1,89,0.9524291497975709,0.9688319722840881,0.6592592592592592,0.9888888888888889,0.9731581953169618,0.791111111111111,0.8821346532140364,0.8821346532140364,0.0,PASS,,3.2132020000000026
vowel0,adasyn,ADASYN,xgboost,988,13,13,0,5,893,5,0,90,0.9949392712550608,0.9972160356347439,0.9473684210526315,1.0,0.9972082635399218,0.972972972972973,0.9850906182564474,0.9850906182564474,0.0,PASS,,2.4476443000000003
vowel0,smote,SMOTE,xgboost,988,13,13,0,5,892,6,2,88,0.9919028340080972,0.9855481316505815,0.9361702127659575,0.9777777777777777,0.9955357142857142,0.9565217391304347,0.9760287267080745,0.9760287267080745,0.0,PASS,,2.035801499999998
vowel0,smote_tomek,SMOTE-Tomek,xgboost,988,13,13,0,5,892,6,2,88,0.9919028340080972,0.9855481316505815,0.9361702127659575,0.9777777777777777,0.9955357142857142,0.9565217391304347,0.9760287267080745,0.9760287267080745,0.0,PASS,,2.3151018000000008
vowel0,ros,Random Oversampling,xgboost,988,13,13,0,5,894,4,4,86,0.9919028340080972,0.9755506062855729,0.9555555555555556,0.9555555555555556,0.9955456570155902,0.9555555555555556,0.9755506062855729,0.9755506062855729,0.0,PASS,,2.1838634
vowel0,smote_enn,SMOTE-ENN,xgboost,988,13,13,0,5,891,7,2,88,0.9908906882591093,0.9849913387775303,0.9263157894736842,0.9777777777777777,0.9949748743718594,0.9513513513513514,0.9731631128616054,0.9731631128616054,0.0,PASS,,6.492578100000003
vowel0,none,No Resampling,xgboost,988,13,13,0,5,897,1,8,82,0.9908906882591093,0.9549987626825043,0.9879518072289156,0.9111111111111111,0.9950083194675542,0.9479768786127168,0.9714925990401355,0.9714925990401355,0.0,PASS,,1.8624963999999977
vowel0,rus,Random Undersampling,xgboost,988,13,13,0,5,860,38,1,89,0.9605263157894737,0.9732863152684978,0.7007874015748031,0.9888888888888889,0.977828311540648,0.8202764976958524,0.8990524046182502,0.8990524046182502,0.0,PASS,,1.1556427000000014
