resampling_code,dataset,resampling,classifier,samples,features,numeric_features,categorical_features,safe_k_neighbors,tn,fp,fn,tp,accuracy,balanced_accuracy,precision,recall,f1_class_0_math,f1_class_1_math,macro_f1_code,macro_f1_math,metric_error,verification,failure_reason,execution_time_seconds
adasyn,vowel0,ADASYN,decision_tree,988,13,13,0,5,883,15,22,68,0.9625506072874492,0.8694258846820093,0.8192771084337349,0.7555555555555555,0.9794786466999446,0.7861271676300577,0.8828029071650012,0.8828029071650012,0.0,PASS,,0.1228394999999977
none,vowel0,No Resampling,decision_tree,988,13,13,0,5,883,15,30,60,0.9544534412955464,0.8249814402375649,0.8,0.6666666666666666,0.9751518498067365,0.7272727272727272,0.8512122885397319,0.8512122885397319,0.0,PASS,,0.0795946
smote_enn,vowel0,SMOTE-ENN,decision_tree,988,13,13,0,5,881,17,29,61,0.9534412955465588,0.8294234100470181,0.782051282051282,0.6777777777777778,0.9745575221238938,0.7261904761904762,0.850373999157185,0.850373999157185,0.0,PASS,,0.2290269000000009
smote,vowel0,SMOTE,decision_tree,988,13,13,0,5,881,17,29,61,0.9534412955465588,0.8294234100470181,0.782051282051282,0.6777777777777778,0.9745575221238938,0.7261904761904762,0.850373999157185,0.850373999157185,0.0,PASS,,0.2331552999999999
smote_tomek,vowel0,SMOTE-Tomek,decision_tree,988,13,13,0,5,881,17,29,61,0.9534412955465588,0.8294234100470181,0.782051282051282,0.6777777777777778,0.9745575221238938,0.7261904761904762,0.850373999157185,0.850373999157185,0.0,PASS,,0.2010963999999973
ros,vowel0,Random Oversampling,decision_tree,988,13,13,0,5,876,22,26,64,0.951417004048583,0.8433061123484287,0.7441860465116279,0.7111111111111111,0.9733333333333334,0.7272727272727273,0.8503030303030303,0.8503030303030303,0.0,PASS,,0.0845768000000006
rus,vowel0,Random Undersampling,decision_tree,988,13,13,0,5,839,59,17,73,0.9230769230769232,0.8727047760455333,0.553030303030303,0.8111111111111111,0.9566704675028506,0.6576576576576576,0.8071640625802541,0.8071640625802541,0.0,PASS,,0.0562937000000012
