dataset,classifier,meta_model,predicted_resampling,actual_best_resampling,regret,top1_correct,top3_correct,full_evaluation_time_seconds,selected_strategy_time_seconds,savings_seconds,savings_percent
wisconsin,logistic_regression,random_forest,smote,smote_enn,0.0017541605583036,False,False,1.2072141000000007,0.1244221000000003,1.0827920000000004,89.69345205626739
yeast1,logistic_regression,random_forest,none,rus,0.0376830642216541,False,False,2.0565516000000006,0.3021811999999997,1.7543704000000009,85.3064129292939
ecoli-0_vs_1,decision_tree,random_forest,smote_enn,smote_enn,0.0,True,True,0.7773905000000008,0.1294915999999997,0.647898900000001,83.34278589717785
glass1,decision_tree,random_forest,smote_enn,none,0.0673993159717691,False,False,0.7398563999999996,0.1206399000000004,0.6192164999999993,83.69414659385248
haberman,decision_tree,random_forest,smote_enn,smote_enn,0.0,True,True,0.6776106999999986,0.1094745000000001,0.5681361999999984,83.84404201409447
iris0,decision_tree,random_forest,smote_enn,none|ros|rus|smote|smote_tomek|smote_enn,0.0,True,True,0.9672043000000058,0.1949620000000003,0.7722423000000055,79.84272815991419
page-blocks0,decision_tree,random_forest,adasyn,none,0.0151573023801881,False,True,7.595065100000003,1.1676313,6.427433800000003,84.62644777067152
pima,decision_tree,random_forest,none,smote_enn,0.0297209746565257,False,True,1.4682680999999986,0.1650589,1.3032091999999986,88.75825879483453
segment0,decision_tree,random_forest,none,adasyn,0.0043849298145633,False,True,5.426655400000001,0.3328682,5.093787200000001,93.866052375465
shuttle-c0-vs-c4,decision_tree,random_forest,none,none|ros|rus|smote|smote_tomek|smote_enn,0.0,True,True,2.1616400000000002,0.2338208999999995,1.9278191000000007,89.1831711108233
vehicle2,decision_tree,random_forest,adasyn,none,0.0047011386787543,False,True,1.5138356999999996,0.1679624000000004,1.3458732999999992,88.90484614677798
vowel0,decision_tree,random_forest,smote_enn,adasyn,0.0324289080078161,False,False,1.0065831999999975,0.2290269000000009,0.7775562999999965,77.24709691161134
wisconsin,decision_tree,random_forest,smote_enn,none,0.0063400093606426,False,True,0.9080225999999996,0.1703713999999996,0.7376512,81.2370969621241
yeast1,decision_tree,random_forest,smote_enn,none,0.0091555799781563,False,True,2.4684808,0.5484498000000002,1.9200309999999998,77.78188916843104
ecoli-0_vs_1,random_forest,random_forest,ros,none|ros|smote_enn,0.0,True,True,24.150073400000004,3.3722759000000018,20.777797500000002,86.03616707848184
glass1,random_forest,random_forest,none,ros,0.0236202825651871,False,True,28.071075199999996,3.2704950000000004,24.800580199999995,88.34923501612079
haberman,random_forest,random_forest,smote_tomek,smote_enn,0.0855017595209988,False,False,25.6776669,3.5608432000000008,22.116823699999998,86.13252826330573
iris0,random_forest,random_forest,none,none|ros|rus|smote|smote_tomek|smote_enn,0.0,True,True,23.793170899999996,4.362116699999998,19.4310542,81.66651801757118
page-blocks0,random_forest,random_forest,smote_tomek,none,0.0086752355625737,False,True,38.514595,7.165259599999999,31.3493354,81.3959887154467
pima,random_forest,random_forest,smote_tomek,smote_enn,0.0041315592984536,False,False,29.841652900000007,4.433129900000001,25.408523000000006,85.14448943275525
segment0,random_forest,random_forest,none,adasyn,0.0018084850967962,False,False,33.744479600000005,3.2022751000000014,30.542204500000004,90.51022526363097
shuttle-c0-vs-c4,random_forest,random_forest,none,none|ros|rus|smote|smote_tomek|smote_enn,0.0,True,True,23.252858400000004,3.1392646999999982,20.113593700000006,86.49944602079546
vehicle2,random_forest,random_forest,none,none,0.0,True,True,26.958349599999995,3.948806399999999,23.009543199999996,85.35219529907721
vowel0,random_forest,random_forest,none,none,0.0,True,True,18.800692899999998,2.5871901999999984,16.2135027,86.2388571859498
wisconsin,random_forest,random_forest,ros,smote_tomek,0.00806619161971,False,True,30.321272399999998,6.0006979000000005,24.3205745,80.20961053072429
yeast1,random_forest,random_forest,smote_enn,smote_tomek,0.0388621127551078,False,True,29.201667399999995,3.790132399999997,25.411534999999997,87.02083566639075
ecoli-0_vs_1,xgboost,random_forest,ros,smote_enn,0.0049792328142211,False,False,7.87697159999999,1.259764599999997,6.617206999999993,84.00699324598303
glass1,xgboost,random_forest,smote_enn,ros,0.0941423807669277,False,True,9.6801854,1.3186219000000037,8.361563499999995,86.37813383202347
