dataset,classifier,meta_model,threshold,selected_resampling,predicted_delta_for_selection,baseline_macro_f1,selected_macro_f1,oracle_best_macro_f1,selected_improvement_vs_baseline,oracle_improvement_vs_baseline,gap_to_oracle,selected_runtime_seconds,full_evaluation_runtime_seconds,savings_seconds,savings_percent,is_no_resampling,improves_over_baseline,matches_oracle
segment0,xgboost,ridge,0.015,none,-0.009671739571115001,0.992910361224468,0.992910361224468,0.992910361224468,0.0,0.0,0.0,2.632413900000003,22.42828750000003,19.79587360000003,88.26297415707731,True,False,True
shuttle-c0-vs-c4,xgboost,ridge,0.015,none,-0.02777930397866557,1.0,1.0,1.0,0.0,0.0,0.0,1.7991220999999982,12.330556800000004,10.531434700000005,85.4092387782521,True,False,True
vehicle2,xgboost,ridge,0.015,none,-0.017655514690896656,0.9767920335774832,0.9767920335774832,0.9815166808677984,0.0,0.004724647290315187,0.004724647290315187,1.7943633999999946,11.9388395,10.144476100000006,84.97037002633301,True,False,False
vowel0,xgboost,ridge,0.015,none,0.008282185053594016,0.9107273731238392,0.9107273731238392,0.9107273731238392,0.0,0.0,0.0,1.841429999999996,12.33758919999999,10.496159199999994,85.07463678560478,True,False,True
wisconsin,xgboost,ridge,0.015,none,0.010834148994094073,0.9663060713908171,0.9663060713908171,0.9680009744944807,0.0,0.001694903103663603,0.001694903103663603,1.5858355999999958,9.512048,7.926212400000004,83.32813711621309,True,False,False
yeast1,xgboost,ridge,0.015,none,-0.005883829858952083,0.6963947375929667,0.6963947375929667,0.7104116832431071,0.0,0.014016945650140444,0.014016945650140444,1.655627199999998,11.614015199999997,9.958388,85.74457522666236,True,False,False
ecoli-0_vs_1,xgboost,ridge,0.02,none,-0.0019302131800956746,0.98001998001998,0.98001998001998,0.9899488304093568,0.0,0.009928850389376742,0.009928850389376742,1.1138825999999966,7.87697159999999,6.763088999999994,85.85899941546066,True,False,False
glass1,xgboost,ridge,0.02,none,-0.012405787962456394,0.8174728889971976,0.8174728889971976,0.8275665939899517,0.0,0.010093704992754082,0.010093704992754082,1.4041612999999984,9.6801854,8.2760241,85.49447926896111,True,False,False
haberman,xgboost,ridge,0.02,none,0.005119482469469694,0.550908090258668,0.550908090258668,0.6397174254317111,0.0,0.08880933517304301,0.08880933517304301,1.2656604000000016,8.419521400000008,7.153861000000006,84.96754934312537,True,False,False
iris0,xgboost,ridge,0.02,none,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.983847400000002,6.3298311,5.345983699999998,84.45697231952994,True,False,True
page-blocks0,xgboost,ridge,0.02,adasyn,0.026147741874825048,0.9305993992368964,0.9126112189393464,0.9305993992368964,-0.017988180297550005,0.0,0.017988180297550005,5.967174700000001,34.46027029999999,28.49309559999999,82.68390048002613,False,False,False
pima,xgboost,ridge,0.02,none,0.011562427536936482,0.7361390827659384,0.7361390827659384,0.7361390827659384,0.0,0.0,0.0,1.5505666000000031,10.513094800000012,8.962528200000008,85.25109276100125,True,False,True
segment0,xgboost,ridge,0.02,none,-0.009671739571115001,0.992910361224468,0.992910361224468,0.992910361224468,0.0,0.0,0.0,2.632413900000003,22.42828750000003,19.79587360000003,88.26297415707731,True,False,True
shuttle-c0-vs-c4,xgboost,ridge,0.02,none,-0.02777930397866557,1.0,1.0,1.0,0.0,0.0,0.0,1.7991220999999982,12.330556800000004,10.531434700000005,85.4092387782521,True,False,True
vehicle2,xgboost,ridge,0.02,none,-0.017655514690896656,0.9767920335774832,0.9767920335774832,0.9815166808677984,0.0,0.004724647290315187,0.004724647290315187,1.7943633999999946,11.9388395,10.144476100000006,84.97037002633301,True,False,False
vowel0,xgboost,ridge,0.02,none,0.008282185053594016,0.9107273731238392,0.9107273731238392,0.9107273731238392,0.0,0.0,0.0,1.841429999999996,12.33758919999999,10.496159199999994,85.07463678560478,True,False,True
wisconsin,xgboost,ridge,0.02,none,0.010834148994094073,0.9663060713908171,0.9663060713908171,0.9680009744944807,0.0,0.001694903103663603,0.001694903103663603,1.5858355999999958,9.512048,7.926212400000004,83.32813711621309,True,False,False
yeast1,xgboost,ridge,0.02,none,-0.005883829858952083,0.6963947375929667,0.6963947375929667,0.7104116832431071,0.0,0.014016945650140444,0.014016945650140444,1.655627199999998,11.614015199999997,9.958388,85.74457522666236,True,False,False
ecoli-0_vs_1,logistic_regression,random_forest,0.0,adasyn,0.020102339181286788,0.9798976608187132,0.9702058504875406,0.9849695975951356,-0.009691810331172612,0.00507193677642237,0.014763747107594982,0.1576374999999998,1.0172460999999973,0.8596085999999975,84.50350411763681,False,False,False
glass1,logistic_regression,random_forest,0.0,smote_tomek,0.0023103502779335816,0.5015185021376971,0.5958717610891524,0.61023457900858,0.0943532589514553,0.10871607687088292,0.014362817919427617,0.1421527999999998,1.0580544999999988,0.9159016999999989,86.56469964448901,False,True,False
haberman,logistic_regression,random_forest,0.0,none,-0.0007282292118926392,0.5344040574809805,0.5344040574809805,0.6425233644859814,0.0,0.10811930700500083,0.10811930700500083,0.0950548000000002,0.8455914999999994,0.7505366999999992,88.75878009653594,True,False,False
iris0,logistic_regression,random_forest,0.0,none,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.2810267000000017,1.3112554,1.0302286999999983,78.56811876618379,True,False,True
page-blocks0,logistic_regression,random_forest,0.0,rus,0.012550577212938063,0.847852850384496,0.8166609947249479,0.847852850384496,-0.031191855659548073,0.0,0.031191855659548073,0.239505900000001,9.3963722,9.156866299999999,97.45108117364698,False,False,False
pima,logistic_regression,random_forest,0.0,smote_tomek,0.004889159501826779,0.737580065691888,0.7312941855432118,0.737580065691888,-0.0062858801486762594,0.0,0.0062858801486762594,0.2450669999999997,1.3584931999999998,1.1134262000000001,81.96038081015055,False,False,False
segment0,logistic_regression,random_forest,0.0,none,-0.006325331439159032,0.9946556506999986,0.9946556506999986,0.9946556506999986,0.0,0.0,0.0,0.3763151000000002,5.788029100000001,5.411714000000001,93.49838963318274,True,False,True
shuttle-c0-vs-c4,logistic_regression,random_forest,0.0,none,-0.018119167532846037,0.9978126849919576,0.9978126849919576,0.9978126849919576,0.0,0.0,0.0,0.5004019,3.4081883999999985,2.9077864999999985,85.31765732199545,True,False,True
vehicle2,logistic_regression,random_forest,0.0,none,-0.0058214847403279535,0.942049967139062,0.942049967139062,0.9518336381687104,0.0,0.009783671029648389,0.009783671029648389,0.3685033000000004,2.9005068000000014,2.532003500000001,87.29520992676176,True,False,False
vowel0,logistic_regression,random_forest,0.0,ros,0.0006754201571026464,0.8552891556541312,0.7947376782724529,0.8552891556541312,-0.06055147738167832,0.0,0.06055147738167832,0.1826827999999984,2.2967455999999977,2.1140627999999992,92.04601502229943,False,False,False
wisconsin,logistic_regression,random_forest,0.0,smote,0.0013058522904711989,0.9677556415824756,0.9663060713908171,0.9680602319491208,-0.001449570191658478,0.00030459036664520767,0.0017541605583036857,0.1244221000000003,1.2072141000000007,1.0827920000000004,89.69345205626739,False,False,False
yeast1,logistic_regression,random_forest,0.0,none,-0.0029126277346962492,0.6456136985304575,0.6456136985304575,0.6832967627521116,0.0,0.03768306422165413,0.03768306422165413,0.3021811999999997,2.0565516000000006,1.7543704000000009,85.3064129292939,True,False,False
ecoli-0_vs_1,logistic_regression,random_forest,0.005,adasyn,0.020102339181286788,0.9798976608187132,0.9702058504875406,0.9849695975951356,-0.009691810331172612,0.00507193677642237,0.014763747107594982,0.1576374999999998,1.0172460999999973,0.8596085999999975,84.50350411763681,False,False,False
glass1,logistic_regression,random_forest,0.005,none,-5.196329112333586e-06,0.5015185021376971,0.5015185021376971,0.61023457900858,0.0,0.10871607687088292,0.10871607687088292,0.1123254,1.0580544999999988,0.9457290999999988,89.38377937998466,True,False,False
haberman,logistic_regression,random_forest,0.005,none,-0.0007282292118926392,0.5344040574809805,0.5344040574809805,0.6425233644859814,0.0,0.10811930700500083,0.10811930700500083,0.0950548000000002,0.8455914999999994,0.7505366999999992,88.75878009653594,True,False,False
iris0,logistic_regression,random_forest,0.005,none,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.2810267000000017,1.3112554,1.0302286999999983,78.56811876618379,True,False,True
page-blocks0,logistic_regression,random_forest,0.005,rus,0.012550577212938063,0.847852850384496,0.8166609947249479,0.847852850384496,-0.031191855659548073,0.0,0.031191855659548073,0.239505900000001,9.3963722,9.156866299999999,97.45108117364698,False,False,False
pima,logistic_regression,random_forest,0.005,none,0.0014992713982476813,0.737580065691888,0.737580065691888,0.737580065691888,0.0,0.0,0.0,0.1478462999999998,1.3584931999999998,1.2106469,89.11689068447308,True,False,True
segment0,logistic_regression,random_forest,0.005,none,-0.006325331439159032,0.9946556506999986,0.9946556506999986,0.9946556506999986,0.0,0.0,0.0,0.3763151000000002,5.788029100000001,5.411714000000001,93.49838963318274,True,False,True
shuttle-c0-vs-c4,logistic_regression,random_forest,0.005,none,-0.018119167532846037,0.9978126849919576,0.9978126849919576,0.9978126849919576,0.0,0.0,0.0,0.5004019,3.4081883999999985,2.9077864999999985,85.31765732199545,True,False,True
vehicle2,logistic_regression,random_forest,0.005,none,-0.0058214847403279535,0.942049967139062,0.942049967139062,0.9518336381687104,0.0,0.009783671029648389,0.009783671029648389,0.3685033000000004,2.9005068000000014,2.532003500000001,87.29520992676176,True,False,False
vowel0,logistic_regression,random_forest,0.005,none,-2.892980966873182e-05,0.8552891556541312,0.8552891556541312,0.8552891556541312,0.0,0.0,0.0,0.8367447999999982,2.2967455999999977,1.4600007999999995,63.56824195069759,True,False,True
wisconsin,logistic_regression,random_forest,0.005,none,-0.0017902951168909942,0.9677556415824756,0.9677556415824756,0.9680602319491208,0.0,0.00030459036664520767,0.00030459036664520767,0.1122782000000004,1.2072141000000007,1.0949359000000003,90.69939623799951,True,False,False
yeast1,logistic_regression,random_forest,0.005,none,-0.0029126277346962492,0.6456136985304575,0.6456136985304575,0.6832967627521116,0.0,0.03768306422165413,0.03768306422165413,0.3021811999999997,2.0565516000000006,1.7543704000000009,85.3064129292939,True,False,False
ecoli-0_vs_1,logistic_regression,random_forest,0.01,adasyn,0.020102339181286788,0.9798976608187132,0.9702058504875406,0.9849695975951356,-0.009691810331172612,0.00507193677642237,0.014763747107594982,0.1576374999999998,1.0172460999999973,0.8596085999999975,84.50350411763681,False,False,False
glass1,logistic_regression,random_forest,0.01,none,-5.196329112333586e-06,0.5015185021376971,0.5015185021376971,0.61023457900858,0.0,0.10871607687088292,0.10871607687088292,0.1123254,1.0580544999999988,0.9457290999999988,89.38377937998466,True,False,False
haberman,logistic_regression,random_forest,0.01,none,-0.0007282292118926392,0.5344040574809805,0.5344040574809805,0.6425233644859814,0.0,0.10811930700500083,0.10811930700500083,0.0950548000000002,0.8455914999999994,0.7505366999999992,88.75878009653594,True,False,False
iris0,logistic_regression,random_forest,0.01,none,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.2810267000000017,1.3112554,1.0302286999999983,78.56811876618379,True,False,True
page-blocks0,logistic_regression,random_forest,0.01,rus,0.012550577212938063,0.847852850384496,0.8166609947249479,0.847852850384496,-0.031191855659548073,0.0,0.031191855659548073,0.239505900000001,9.3963722,9.156866299999999,97.45108117364698,False,False,False
pima,logistic_regression,random_forest,0.01,none,0.0014992713982476813,0.737580065691888,0.737580065691888,0.737580065691888,0.0,0.0,0.0,0.1478462999999998,1.3584931999999998,1.2106469,89.11689068447308,True,False,True
segment0,logistic_regression,random_forest,0.01,none,-0.006325331439159032,0.9946556506999986,0.9946556506999986,0.9946556506999986,0.0,0.0,0.0,0.3763151000000002,5.788029100000001,5.411714000000001,93.49838963318274,True,False,True
shuttle-c0-vs-c4,logistic_regression,random_forest,0.01,none,-0.018119167532846037,0.9978126849919576,0.9978126849919576,0.9978126849919576,0.0,0.0,0.0,0.5004019,3.4081883999999985,2.9077864999999985,85.31765732199545,True,False,True
vehicle2,logistic_regression,random_forest,0.01,none,-0.0058214847403279535,0.942049967139062,0.942049967139062,0.9518336381687104,0.0,0.009783671029648389,0.009783671029648389,0.3685033000000004,2.9005068000000014,2.532003500000001,87.29520992676176,True,False,False
vowel0,logistic_regression,random_forest,0.01,none,-2.892980966873182e-05,0.8552891556541312,0.8552891556541312,0.8552891556541312,0.0,0.0,0.0,0.8367447999999982,2.2967455999999977,1.4600007999999995,63.56824195069759,True,False,True
wisconsin,logistic_regression,random_forest,0.01,none,-0.0017902951168909942,0.9677556415824756,0.9677556415824756,0.9680602319491208,0.0,0.00030459036664520767,0.00030459036664520767,0.1122782000000004,1.2072141000000007,1.0949359000000003,90.69939623799951,True,False,False
yeast1,logistic_regression,random_forest,0.01,none,-0.0029126277346962492,0.6456136985304575,0.6456136985304575,0.6832967627521116,0.0,0.03768306422165413,0.03768306422165413,0.3021811999999997,2.0565516000000006,1.7543704000000009,85.3064129292939,True,False,False
ecoli-0_vs_1,logistic_regression,random_forest,0.015,adasyn,0.020102339181286788,0.9798976608187132,0.9702058504875406,0.9849695975951356,-0.009691810331172612,0.00507193677642237,0.014763747107594982,0.1576374999999998,1.0172460999999973,0.8596085999999975,84.50350411763681,False,False,False
