meta_model,classifier,threshold,datasets,no_resampling_rate,improvement_rate,oracle_match_rate,mean_baseline_macro_f1,mean_selected_macro_f1,mean_oracle_macro_f1,mean_selected_improvement,mean_oracle_improvement,mean_gap_to_oracle,mean_savings_percent
xgboost,decision_tree,0.01,12,66.66666666666666,0.0,25.0,0.858295489662685,0.8501244723551219,0.8715726625952603,-0.008171017307563025,0.01327717293257528,0.021448190240138304,86.35950756989608
xgboost,decision_tree,0.015,12,100.0,0.0,58.333333333333336,0.858295489662685,0.858295489662685,0.8715726625952603,0.0,0.01327717293257528,0.01327717293257528,89.32134403818732
xgboost,decision_tree,0.02,12,100.0,0.0,58.333333333333336,0.858295489662685,0.858295489662685,0.8715726625952603,0.0,0.01327717293257528,0.01327717293257528,89.32134403818732
xgboost,logistic_regression,0.0,12,58.333333333333336,8.333333333333332,25.0,0.8337024945926549,0.8323290339542551,0.8561757151151759,-0.0013734606383996966,0.022473220522521153,0.02384668116092085,87.5338720222896
xgboost,logistic_regression,0.005,12,75.0,0.0,33.33333333333333,0.8337024945926549,0.8296583043081319,0.8561757151151759,-0.004044190284522779,0.022473220522521153,0.026517410807043933,85.61041075404711
xgboost,logistic_regression,0.01,12,75.0,0.0,33.33333333333333,0.8337024945926549,0.8296583043081319,0.8561757151151759,-0.004044190284522779,0.022473220522521153,0.026517410807043933,85.61041075404711
xgboost,logistic_regression,0.015,12,91.66666666666666,0.0,41.66666666666667,0.8337024945926549,0.8323784231290658,0.8561757151151759,-0.0013240714635888995,0.022473220522521153,0.023797291986110053,86.02514548102776
xgboost,logistic_regression,0.02,12,91.66666666666666,0.0,41.66666666666667,0.8337024945926549,0.8323784231290658,0.8561757151151759,-0.0013240714635888995,0.022473220522521153,0.023797291986110053,86.02514548102776
xgboost,random_forest,0.0,12,41.66666666666667,8.333333333333332,25.0,0.8826875725185327,0.8766271133845858,0.8986038904922498,-0.006060459133946853,0.015916317973717054,0.02197677710766391,85.71779718142592
xgboost,random_forest,0.005,12,83.33333333333334,0.0,41.66666666666667,0.8826875725185327,0.88082851735181,0.8986038904922498,-0.0018590551667226802,0.015916317973717054,0.017775373140439737,86.21827739180826
xgboost,random_forest,0.01,12,91.66666666666666,0.0,41.66666666666667,0.8826875725185327,0.8819646362216514,0.8986038904922498,-0.0007229362968811474,0.015916317973717054,0.016639254270598203,86.17529428690057
xgboost,random_forest,0.015,12,100.0,0.0,50.0,0.8826875725185327,0.8826875725185327,0.8986038904922498,0.0,0.015916317973717054,0.015916317973717054,86.7574320020533
xgboost,random_forest,0.02,12,100.0,0.0,50.0,0.8826875725185327,0.8826875725185327,0.8986038904922498,0.0,0.015916317973717054,0.015916317973717054,86.7574320020533
xgboost,xgboost,0.0,12,41.66666666666667,8.333333333333332,25.0,0.8798558348490212,0.8694906392833617,0.8906282003989623,-0.01036519556565955,0.01077236554994109,0.02113756111560064,85.1407738619862
xgboost,xgboost,0.005,12,75.0,0.0,33.33333333333333,0.8798558348490212,0.8711244611542471,0.8906282003989623,-0.008731373694774178,0.01077236554994109,0.019503739244715268,85.39452713712087
xgboost,xgboost,0.01,12,100.0,0.0,50.0,0.8798558348490212,0.8798558348490212,0.8906282003989623,0.0,0.01077236554994109,0.01077236554994109,85.79113667774782
xgboost,xgboost,0.015,12,100.0,0.0,50.0,0.8798558348490212,0.8798558348490212,0.8906282003989623,0.0,0.01077236554994109,0.01077236554994109,85.79113667774782
xgboost,xgboost,0.02,12,100.0,0.0,50.0,0.8798558348490212,0.8798558348490212,0.8906282003989623,0.0,0.01077236554994109,0.01077236554994109,85.79113667774782
